Club_Name;Club_Address;Club_Postal;Club_City;Club_Phone;Club_Email_Main;Club_Email_Bcc;Club_Contact_FirstName;Club_Contact_LastName;Club_Contact_Position;Club_Contact_Linkedin
Bodyhit Tours;31 rue Néricault Destouches;37000;Tours;"08 99 87 99 14
3€ l'appel";fr@fr.fr;;Arnaud;Bosseko;Team Manager;https://fr.linkedin.com/in/arnaud-bosseko-847a5ab8
Centre Halles Gym Au Coeur Des Halles;14 bis rue henri barbusse;37000;Tours;"08 99 87 99 07
3€ l'appel";contact@centrehallesgym.fr;;Centre;Hallesgym;Directeur;https://fr.linkedin.com/in/centre-hallesgym-0137b39a
Basic Fit Tours Route De Paris;0 Route de Paris;37100;Tours;"08 99 87 99 16
3€ l'appel";x@x;;Valérie;Bourasseau;Assistante Spa Manager;https://fr.linkedin.com/in/val%C3%A9rie-bourasseau
Le Five Foot En Salle;15 avenue du Danemark;37100;Tours;"08 99 87 99 16
3€ l'appel";tours@lefive.fr;;Training;Academytours;"France | Profil Professionnel ...
Fr.Linkedin.Com › Training";https://fr.linkedin.com/in/training-academy-tours-682570190
L'Orange Bleue Tours Centre;180 Avenue de Grammont;37000;Tours;"08 99 87 99 02
3€ l'appel";lorangebleuetourscentre@gmail.com;;Maxime;Maury;Coach Sportif & Gérant;https://fr.linkedin.com/in/maxime-maury-96b7a417a
Fds;cdsq;67098;Tours;;razytfdza@orange.fr;;Frédéric;Schnerr;Directeur;https://fr.linkedin.com/in/fr%C3%A9d%C3%A9ric-schnerr-2525601a0
Yogatours - Be Your Dream;Velpeau;37000;Tours;;jane@be-your-dream.com;;Laurent;Bertrel;Agoracadémie;https://fr.linkedin.com/in/laurent-bertrel-3825378
Le;141;37000;Tours;;cyrilamsler6@hotmail.fr;;Sébastien;Rodriguez;Directeur Du Commerce;https://fr.linkedin.com/in/srdvpro
Supergym;80 rue Jemmapes;37100;Tours;"08 99 87 99 01
3€ l'appel";supergym@wanadoo.fr;;Scott;Bolingbroke;Owner;https://www.linkedin.com/in/scott-bolingbroke-74003165
Burpees Studio;Centre commercial L'Heure Tranquille;37200;Tours;"08 99 87 99 10
3€ l'appel";burpeesstudio@gmail.com;;Ludovic;Delpierre;Gérant D'Une Sarl;https://fr.linkedin.com/in/ludovic-delpierre-10189587
Burpees;47 avenue du Danemark;37100;Tours;"08 99 87 99 03
3€ l'appel";masalledesport@masalledesport.com;;Morgan;Moreau;Associé Gérant , Head Coach;https://fr.linkedin.com/in/morgan-moreau-04483a159
L'Orange Bleue Tours Nord;48 avenue Gustave Eiffel;37100;Tours;"08 99 87 99 08
3€ l'appel";lorangebleuetoursnord@gmail.com;;Maxime;Maury;Coach Sportif & Gérant;https://fr.linkedin.com/in/maxime-maury-96b7a417a
Novagym Tours;82 rue Nationale;37000;Tours;"08 99 87 99 12
3€ l'appel";novagym@orange.fr;;Pascal;Petit;Propriétaire;https://fr.linkedin.com/in/pascal-petit-132b9023
Ellafit Club;34 rue de la Paix;37000;Tours;"08 99 87 99 13
3€ l'appel";julien@ellafitclub.com;;Pascal;Petit;Propriétaire;https://fr.linkedin.com/in/pascal-petit-132b9023
Coach.Box;34 rue de la Paix;37000;Tours;"08 99 87 99 13
3€ l'appel";julien@ellafitclub.com;;Nicolas;Delpech;Directeur;https://fr.linkedin.com/in/nicolas-delpech-87a42410
Studio Callanetics Tours;100 rue Giraudeau;37000;Tours;"08 99 87 99 15
3€ l'appel";jessica.fonteneau@sfr.fr;;;;;
Alexia Cornu Coach Sportif Tours;A votre domicile;37000;Tours;"08 99 87 99 05
3€ l'appel";alexia.cornu@wanadoo.fr;;Alexia;Cornu;Certified Personal Trainer;https://www.linkedin.com/in/alexiacornu
Basic Fit Tours Rue Michelet;9 Rue Michelet;37000;Tours;"08 99 87 97 68
3€ l'appel";x@x;;Romy;Mallet;Teamleader;https://fr.linkedin.com/in/romy-mallet-0563a5140
Centre Halles Gym;14 Bis rue Henri Barbusse;37000;Tours;"08 99 87 99 07
3€ l'appel";contact@centrehallesgym.fr;;Centre;Hallesgym;Directeur;https://fr.linkedin.com/in/centre-hallesgym-0137b39a
My Fitness Studio Tours;28 Rue des Cordeliers;37000;Tours;"08 99 87 99 17
3€ l'appel";contact@myfitness-studio.fr;;Nur;Amaninaizyanjamaludin;Freelance Trainer;https://au.linkedin.com/in/nur-amanina-izyan-jamaludin-63a2938a
L'Orange Bleue Tours Centre;180 Avenue de Grammont;37000;Tours;"08 99 87 99 02
3€ l'appel";lorangebleuetourscentre@gmail.com;;Maxime;Maury;Coach Sportif & Gérant;https://fr.linkedin.com/in/maxime-maury-96b7a417a
Lingua Capoeira Tours;16, avenue Beethoven;37200;Tours;;linguacapoeira37@gmail.com;;Tatyana;Makhanova;Présidente;https://fr.linkedin.com/in/tatyana-makhanova
Aquagym Club Tours;33 rue Febvotte;37000;Tours;"08 99 87 97 66
3€ l'appel";tours@aquagymclub.fr;;Nelson;Dossantos;Educateur Sportif;https://fr.linkedin.com/in/nelson-dos-santos-717823b8
Les Océades Fitness Club Tours;17 rue Franklin Roosevelt;37000;Tours;"08 99 87 99 04
3€ l'appel";vitalgymtours@gmail.com;;Alexandre;Guerreiro;Comercial;https://fr.linkedin.com/in/alexandre-guerreiro-39126917a
Centre Aquatique Du Lac;275 avenue de Grammont;37200;Tours;"08 99 87 99 18
3€ l'appel";centreaquatiquedulac@vert-marine.com;;David;Lagache;Directeur Des Opérations;https://fr.linkedin.com/in/david-lagache-668a0b83
Carré D'Ô Centre Aquatique Communautaire;Avenue du Prieuré;37520;La-Riche;"08 99 87 97 65
3€ l'appel";carre-do@vert-marine.com;;;;;
Urban Gym Tours;10 rue Augustin Fresnel;37170;Chambray-Les-Tours;"08 99 87 99 00
3€ l'appel";urbangym.tours@orange.fr;;Corinne;Chabernaud;"A Mon Compte : Elevage Canin ...
Fr.Linkedin.Com › ...";https://fr.linkedin.com/in/corinne-chabernaud-77467baa
Form'Adomicile;21 route des ballandais;37510;savonnieres;;nicobeauv@hotmail.com;;Adrien;Deniau;Us Tours Rugby;https://fr.linkedin.com/in/adrien-deniau-8170553a
Les Océades St Cyr Sur Loire;1 avenue Pierre Gilles de Gennes;37540;Saint-Cyr-Sur-Loire;;stcyr@lesoceades.fr;;Chalumeau;Patrick;Saint;https://fr.linkedin.com/in/chalumeau-patrick-355013b4
L'Orange Bleue Montlouis-Sur-Loire;Avenue Laloux;37270;Montlouis-Sur-Loire;"08 99 87 99 11
3€ l'appel";lorangebleue.montlouis@gmail.com;;;;;
Spadium Monts;2 rue Servolet;37260;Monts;"08 99 87 99 16
3€ l'appel";julien.spadium@gmail.com;;Olivier;Beaudoin;"Chef D' Entreprise / Franchisé L'Orange Bleue
Fr.Linkedin.Com › ...";https://fr.linkedin.com/in/olivier-beaudoin-422b715b
Novagym Montlouis;Avenue Victor Laloux;37270;Montlouis-Sur-Loire;"08 99 87 99 01
3€ l'appel";novagym@orange.fr;;;;;
Basic Fit Joué Les Tours;186 Boulevard Jean Jaurès;37300;Joué-les-Tours;;masalledesport@masalledesport.com;;Sammy;Pointreau;Responsable Sport;https://fr.linkedin.com/in/sammy-pointreau-b567b914b
My Fitness Studio St Cyr;133 boulevard Charles de Gaulle;37540;Saint-Cyr-Sur-Loire;"08 99 87 99 08
3€ l'appel";contact@myfitness-studio.fr;;Amy;Moor;Regulatory Manager;https://fr.linkedin.com/pub/amy-moor/4/78/1a9
Femmes En Forme Tours;208 rue de la Sagerie;37170;Chambray-Les-Tours;"08 99 87 99 10
3€ l'appel";femmesenforme-chambray@sfr.fr;;Karine;Julien;"Région De Tours, France | Profil Professionnel ...
Fr.Linkedin.Com › ...";https://fr.linkedin.com/in/karine-julien-139b97151
Le Club De Sport;1 rue du 11 Avril 1944;37700;Saint-Pierre-Des-Corps;"08 99 87 99 12
3€ l'appel";leclubdesport@gmail.com;;Matthieu;Monnier;Associé Gérant;https://fr.linkedin.com/in/matthieu-monnier-b0a90b146
Les Océades Joué Lès Tours;190 boulevard de Chinon;37300;Joué-les-Tours;"08 99 87 99 12
3€ l'appel";wellnesspartner@orange.fr;;Laurent;Huguet;Activité Liberal;https://fr.linkedin.com/in/laurent-huguet-640b38172
Lf Pilates Center;9 rue du Port;37520;La-Riche;"08 99 87 99 03
3€ l'appel";lariche@lfpilates-center.com;;Benedicte;Urfin;Créatrice;https://fr.linkedin.com/in/benedicteurfin
Form'A Domicile;15 rue des Ribains;37300;Joué-les-Tours;"08 99 87 99 05
3€ l'appel";nicobeauv@hotmail.com;;;;;
Novagym Montbazon;113 bis rue Nationale;37250;Montbazon;"08 99 87 99 07
3€ l'appel";novagym@orange.fr;;;;;
O'Fit Des Carnaux;53 rue des carnaux;37510;BALLAN-MIRÉ;"08 99 87 99 06
3€ l'appel";ofitdescarnaux@gmail.com;;Thomas;Goncalves;"Gérant Principal Chez O'Fit Des ...
Fr.Linkedin.Com › ...";https://fr.linkedin.com/in/thomas-goncalves-70346b184
Tazy Fit Club Joué Les Tours;32 rue de Béguine;37300;Joué-les-Tours;"08 99 87 99 20
3€ l'appel";tazy.fit.club@gmail.com;;Benoit;Ponsort;Recherche D'Un Poste;https://fr.linkedin.com/in/benoit-ponsort-82b5b5174
Centre Halles Gym Chambray;40 avenue de la République;31170;Chambray-Les-Tours;;masalledesport@masalledesport.com;;Cindy;Bigeault;Community Manager Rh;https://fr.linkedin.com/in/cindy-bigeault
Bnj Warriors;26 boulevard Charles de Gaulle;37000;Saint-Cyr-Sur-Loire;"08 99 87 99 18
3€ l'appel";francklopezmma@gmail.com;;;;;
Mov'Up;5 rue des Ecoles;37260;Monts;"08 99 87 99 04
3€ l'appel";mov-up@sfr.fr;;Corinne;Delatour;Animatrice Fixe;https://fr.linkedin.com/in/corinne-delatour-57136165
Bbc Fitness;22 rue du Pont de l'Arche;37550;Saint-Avertin;"08 99 87 99 02
3€ l'appel";oxy.gyme@wanadoo.fr;;Franck;Bourré;Président;https://fr.linkedin.com/in/franck-bourr%C3%A9-a78024151
Beauregard Fitness;Parc de Beauregard;37210;Rochecorbon;"08 99 87 97 66
3€ l'appel";beauregard-fitness@orange.fr;;Benoit;Gallier;Directeur Général;https://fr.linkedin.com/in/benoit-gallier-96547497
Amazonia Joué Lès Tours;186 boulevard Jean Jaurès;37300;Joué-les-Tours;"08 99 87 99 14
3€ l'appel";amazoniajoue@orange.fr;;Julie;Alves;Fondateur;https://fr.linkedin.com/in/julie-alves-24114a63
