Club_Name;Club_Address;Club_Postal;Club_City;Club_Phone;Club_Email_Main;Club_Email_Bcc;Club_Contact_FirstName;Club_Contact_LastName;Club_Contact_Position;Club_Contact_Linkedin
Neoness Buttes Chaumont - Jaures;33 Avenue Secrétan;75019;Paris;01.83.79.13.06;accueil.jaures@neoness-forme.com;;Yves;Rente;Manager;https://fr.linkedin.com/in/yves-rente-14a63972
M'Fit Studios;97 boulevard Poniatowski;75012;Paris;06 46 35 36 99;contact@mfitstudios.fr;;Laure;Taillefer;Coach Sportif;https://fr.linkedin.com/in/laure-taillefer-63291716
Women'S Fit Paris 12;67 rue de Charenton;75012;Paris;01.40.02.00.72;contact@womensfit.fr;;Christophe;Barré;Auto;https://fr.linkedin.com/in/christophe-barr%C3%A9-a749a9ba
Re-Corps;16A Boulevard de Reuilly;75012;Paris;01.53.46.03.17;resarecorps@gmail.com;;Juliana;Montoya;Coach De Remise En Forme;https://fr.linkedin.com/in/juliana-montoya-890031144
Neoness Paris République;50 Rue de Malte;75011;Paris;01.83.79.87.86;accueil.republique@neoness-forme.com;;Kenjy;Vindex;Manager Neoness Bourse;https://fr.linkedin.com/in/kenjy-vindex-81550810a
Urban Challenge Bois De Boulogne;Porte d'Auteuil;75016;Paris;01 45 20 93 47;info@urban-challenge.fr;;Marie;;Anne Teissier;https://fr.linkedin.com/in/marie-anne-teissier-95106a30
Cercle De La Forme Tolbiac;13 Rue Guyton de Morveau;75013;Paris;01.45.65.90.90;cdftolbiac@gmail.com;;Nabila;Ajroud;Cercle De La Forme;https://fr.linkedin.com/in/nabila-ajroud-a59451108
Fitness Park Paris - Chevaleret;81-83 rue du chevalereret;75013;Paris;0649495258;chevaleret@fitnesspark.fr;;Thomas;Dahan;Chargé De Clientèle;https://fr.linkedin.com/in/thomas-dahan
Aqua By Paris 3;82 Rue Notre Dame de Nazareth;75003;Paris;01.44.61.74.01;contact@aqua-by.com;;Aqua;By|Linkedinfr.Linkedin.Com›Company›Aqua;By;https://fr.linkedin.com/company/aqua-by
Neoness Nation;81 Rue de Lagny;75020;Paris;01.83.79.99.90;accueil.paris20@neoness-forme.com;;Yves;Rente;Manager;https://fr.linkedin.com/in/yves-rente-14a63972
Cercle De La Forme Bolivar;108 Avenue Simon Bolivar;75019;Paris;01.42.39.11.11;cdfbolivar@gmail.com;;Laurent;Comet;Health Coach;https://fr.linkedin.com/in/laurent-comet-4b066123/en
Keep Cool Paris 8 Monceau;30 Rue de Lisbonne;75008;Paris;01.42.89.22.30;paris-monceau@keepcool.fr;;Brice;Dufourg;Manager Regional Zone Paris;https://fr.linkedin.com/in/brice-dufourg-4394b8166
Urban Challenge Jardin Du Luxembourg;17 rue Garancière;75006;Paris;01 45 20 93 47;info@urban-challenge.fr;;Vassili;Soliotopoulos;Entrepreneur;https://fr.linkedin.com/in/vassili-soliotopoulos-528b143
Cercle De La Forme Raspail;226 Boulevard Raspail;75014;Paris;01.43.21.14.40;cdfraspail@gmail.com;;Emmanuel;Detton;Technicien En Chef Génie Civil;https://fr.linkedin.com/in/emmanuel-detton-0bb50497
Cercle De La Forme Cadet;13 Rue Ambroise Thomas;75009;Paris;01.43.43.64.64;cdfcadet@gmail.com;;Samba;Drame;Animateur Sportif;https://fr.linkedin.com/in/samba-drame-351636109
Neoness Paris Madeleine;7 rue de Caumartin;75009;Paris;0179353366;accueil.madeleine@neoness-forme.com;;Yves;Rente;Manager;https://fr.linkedin.com/in/yves-rente-14a63972
Skarbowsky Gym Paris 20;30 rue du Borrégo;75020;Paris;0984504881;skarbowskygym@gmail.com;;;;;
My Big Bang Voltaire;1 rue Popincourt;75011;Paris;01 73 20 27 46;voltaire@my-big-bang.fr;;Abdelkader;Kefi;"Certified Personal Trainer & Strength ...
Fr.Linkedin.Com › Abdelkader";https://fr.linkedin.com/in/abdelkader-kefi-234535136
Ô Sport 20;11 Rue Vitruve;75020;Paris;01.40.09.01.01;osport20@orange.fr;;Ali;O.;Directeur Général;https://fr.linkedin.com/in/alioubaali
Bodyhit Paris 8 Miromesnil;18 Rue de Miromesnil;75008;Paris;06 14 80 77 62;yfkconsulting@gmail.com;contact.miromesnil@bodyhit.fr;Youness;Faik;Manager;https://fr.linkedin.com/in/youness-faik-a902b393
Healthcity Paris 16;56 rue La Fontaine;75016;Paris;01 73 20 27 48;manager.lafontaine@form-developpement.com;;Patrick;Pinot;Co;https://fr.linkedin.com/in/patrick-pinot-264582b0
Miha Sphère;37 boulevard Henri IV;75004;Paris;01 44 61 01 15;mihasphere@gmail.com;;Bruno;Maynadier;Coach Sportif;https://fr.linkedin.com/in/brunomaynadier
Action Sport Saint George;44 rue Notre Dame de Lorette;75009;Paris;01.42.80.15.89;masalledesportactionsport@gmail.com;;Catherine;Moraglia;Action Sport;https://www.linkedin.com/pub/catherine-moraglia/12/40b/65b
Cercle De La Forme Cherche Midi;100 Rue du Cherche-Midi;75006;Paris;01.42.80.15.89;cdfcherchemidi@gmail.com;;Irev;;Centre De Ressources Politique De La Ville Hauts;https://fr.linkedin.com/company/irev-centre-de-ressources-politique-de-la-ville-hauts-de-france
Neoness Paris Bastille;4/6 Passage Louis Philippe;75011;Paris;01.83.79.16.85;accueil.bastille@neoness-forme.com;;Yves;Rente;Manager;https://fr.linkedin.com/in/yves-rente-14a63972
Keep Cool Paris 18 Marcadet;237 Rue Marcadet;75018;Paris;01.45.23.48.97;marcadet@keepcool.fr;;Brice;Dufourg;Manager Regional Zone Paris;https://fr.linkedin.com/in/brice-dufourg-4394b8166
Cercle De La Forme Bastille;80 Rue Traversière;75012;Paris;01.43.07.09.09;chevaleret@fitnesspark.fr;;Les;Cerclesdelaforme|Linkedinfr.Linkedin.Com›Company›Les;Cercles;https://fr.linkedin.com/company/les-cercles-de-la-forme
Bodyhit Paris 12 Gare De Lyon;38 Avenue Daumesnil;75012;Paris;01 73 20 28 64;contact.garedelyon@bodyhit.fr;;;;;
Club Aquaviva;10 Rue Bernard Buffet;75017;Paris;01.40.25.13.88;h2189-th@accor.com;;Acquaviva;Pascal;Directeur Des Opérations;https://fr.linkedin.com/in/acquaviva-pascal-9672883a
Studio Coach In;41 Rue Castagnary;75015;Paris;09 81 21 20 00;contact@studiocoachin.com;;Laurent;Pitigliano;Président;https://fr.linkedin.com/in/laurent-pitigliano-158b2017
Aqualoft Paris 16;31/33  rue le Marois;75016;Paris;07.62.44.16.16;contact@aqualoft-paris16.fr;christophemondot77@gmail.com\t;Kevin;Coique;Manager Fitness;https://fr.linkedin.com/in/kevin-coique-75227549
We Coach Studio;43 Rue de Fleurus;75006;Paris;06 38 18 39 90;contact@wecoach-studio.com;;Steeve;Gonzalez;Coach Personnel;https://fr.linkedin.com/in/steeve-gonzalez-4205b631
Modo Yoga Paris;21 Boulevard Richard Lenoir;75011;Paris;;contact@modoyogaparis.fr;;Paquita;Frances;Professeur De Yoga;https://fr.linkedin.com/in/paquita-frances-587608198
My Big Bang Sentier;4 Rue des Jeuneurs;75002;Paris;09 81 21 20 00;sentier@my-big-bang.fr;;Stefan;Schaaps;Président;https://fr.linkedin.com/in/stefanschaaps
Action Sport Trocadéro;10 Rue Gustave Courbet;75116;Paris;01 45 00 59 97;masalledesportactionsport@gmail.com;;Lailla;Akounad;Coach Sportif;https://fr.linkedin.com/in/lailla-akounad-a8aa4332
My Fitness Studio Paris 20;91 Rue Alexandre Dumas;75020;Paris;01 70 82 49 80;myfitnessstudio75@gmail.com;;Ali;O.;Directeur Général;https://fr.linkedin.com/in/alioubaali
J'M Tonic Paris 15;12 Rue Desaix;75015;Paris;09 51 45 60 54;paris15@jmtonic.fr;;Agathe;Martinez;"Chef De Projet Communication Et Marketing ...
Fr.Linkedin.Com › Agathe";https://fr.linkedin.com/in/agathe-martinez
Cercle De La Forme Picpus;16 Rue Louis Braille;75012;Paris;01.43.43.67.67;cdfpicpus@gmail.com;antonystudio2@wanadoo.fr;Les;Cerclesdelaforme|Linkedinfr.Linkedin.Com›Company›Les;Cercles;https://fr.linkedin.com/company/les-cercles-de-la-forme
Keep Cool Paris 14 Denfert Rochereau;5 Rue Dareau;75014;Paris;;denfert-rochereau@keepcool.fr;;Brice;Dufourg;Manager Regional Zone Paris;https://fr.linkedin.com/in/brice-dufourg-4394b8166
Neoness Paris Barbès-Marcadet;28 bis rue Boinod;75018;Paris;01.79.35.70.15;accueil.barbes@neoness-forme.com;;Yves;Rente;Manager;https://fr.linkedin.com/in/yves-rente-14a63972
R2 Vendome;6 rue Daunou;75002;Paris;01 70 93 93 37;contact@r2training.fr;;David;Moireau;Directeur Des Opérations;https://fr.linkedin.com/in/david-moireau
Bodyhit Paris 10 Bonne-Nouvelle;31 Rue d'Enghien;75010;Paris;01 73 74 28 74;contact.bonne-nouvelle@bodyhit.fr;;Christophe;Breschwithbodyhit®;"+ 19 700 Abonnés ...
Fr.Linkedin.Com › Zh";https://fr.linkedin.com/in/christophe-bresch%C2%AE-for-you/zh-cn
Action Sport Saint-Lazare;16 rue de Moscou;75008;Paris;01.42.66.02.14;studiosaintlazare@action-sport.fr;masalledesportactionsport@gmail.com;Hermine;Gwethmbock;Manager;https://tz.linkedin.com/in/hermine-gweth-mbock-4a7399aa
Fitness Park Paris - République;5 Avenue de la République;75011;Paris;0960525965;republique@fitnesspark.fr;;Jean;;Philippe Martin;https://fr.linkedin.com/in/jean-philippe-martin-72625257
Cercle De La Forme Diderot;164 boulevard Diderot;75012;Paris;01.43.43.57.57;cdfdiderot@gmail.com;;Georges;Charbonneau;Medecin;https://fr.linkedin.com/in/geocharbon
Cercle De La Forme Championnet;63 Rue du Ruisseau;75018;Paris;01.42.51.16.02;cdfchampionnet@gmail.com;;Championnet;Sports|Linkedinfr.Linkedin.Com›Company›Championnet;Sports;https://fr.linkedin.com/company/championnet-sports
My Big Bang Villiers / Batignolles;33 rue de Saussure;75017;Paris;09 81 21 20 00;villiers@my-big-bang.fr;;;;;
Urban Challenge Buttes Chaumont;24 rue Edouard Pailleron;75019;Paris;01 45 20 93 47;info@urban-challenge.fr;;Morgane;Guibert☘️;Consultante;https://fr.linkedin.com/in/morgane-guibert/en
Paris Coach;4 Cité Dupont;75011;Paris;01 70 82 60 33;contact@pariscoach.fr;;Paris;Coachservicesacicdaniel;Directeur;https://fr.linkedin.com/in/paris-coach-services-acic-daniel-a6408ab1
Cercle De La Forme Ornano;127-129 rue du Mont Cenis;75018;Paris;01.44.92.36.60;cdfornano@gmail.com;;Cercle;Delaforme|Linkedinfr.Linkedin.Com›Company›Cercle;De;https://fr.linkedin.com/company/cercle-de-la-forme?trk=ppro_cprof
Les Ailes Du Canal;42 Rue Albert Thomas;75010;Paris;01.40.18.05.74;contact@lesailesducanal.com;;Eric;M.;Directeur;https://fr.linkedin.com/in/ericm4
Neoness Batignolles - Place De Clichy;5 Rue Bernard Buffet;75017;Paris;01.83.79.01.20;accueil.paris17@neoness-forme.com;;Yves;Rente;Manager;https://fr.linkedin.com/in/yves-rente-14a63972
Episod Bourse;115 Rue Réaumur;75002;Paris;01 79 35 07 46;team.bourse@episod.com;;;;;
Cap Détente Paris 15;156 Boulevard de Grenelle;75015;Paris;01 73 20 22 96;contact@capdetente.eu;;Catherine;Boust;President;https://fr.linkedin.com/in/catherine-boust-00540577
Cercle De La Forme Chatelet;7 Rue Nicolas Flamel;75004;Paris;01 44 54 02 90;cdfchatelet@gmail.com;;Ludovic;Lussac;"Sales Manager Salomon Running ...
Fr.Linkedin.Com › ...";https://fr.linkedin.com/in/ludovic-lussac-5a161210b
Cercle De La Forme Lecourbe;78 Rue Lecourbe;75015;Paris;01.47.83.92.54;cdflecourbe@gmail.com;;Les;Cerclesdelaforme|Linkedinfr.Linkedin.Com›Company›Les;Cercles;https://fr.linkedin.com/company/les-cercles-de-la-forme
Episod Nation;226 Boulevard Voltaire;75011;Paris;;team.nation@episod.com;vivien.bornecque@episod.com;;;;
Fit20 Paris Foch;121 Avenue de Malakoff;75016;Paris;01 70 94 98 55;parisfoch@fit20.fr;;Samuel;Gay;Responsable Du Développement;https://fr.linkedin.com/in/gaysamuel
Sport Impulse Saint-Lazare;12 rue lavoisier;75008;Paris;01 70 94 98 59;contact@sport-impulse.fr;;Guilhem;Battarel;Président;https://fr.linkedin.com/in/guilhem-battarel-32b81a110
Apollo Sporting Club 10;29 Rue Jacques Louvel-Tessier;75010;Paris;06.22.35.12.50;contact@apollosportingclub.com;;Benjamin;Benmoyal;Co;https://fr.linkedin.com/in/benjamin-benmoyal-95b6676
Espace Sportif Pailleron;32 Rue Edouard Pailleron;75019;Paris;01.40.40.27.70;lgrolleau@pailleron19.com;;Patrice;Gaultier;Directeur Adjoint Lsu19;https://fr.linkedin.com/in/patricegaultier
Freeness Paris 11;172 Boulevard Voltaire;75011;Paris;07 72 22 83 37;mickaelfit@hotmail.com;;Mickaël;Bard;"Responsable /Directeur Freeness Paris ...
Fr.Linkedin.Com › Mickaelbard";https://fr.linkedin.com/in/mickaelbard
Action Sport Grande Armée;22 Rue Duret;75116;Paris;01.45.33.98.57;masalledesportactionsport@gmail.com;;Nicolas;Roussev;Co;https://fr.linkedin.com/in/nicolas-roussev-743a4718
Centre Aquabike Vél'Eau;6 villa Saint Charles;75015;Paris;01 73 20 27 46;contact@centreaquabike.fr;;Centre;Aquabikesophie;"Centre Aquabike Vel'Eau
Fr.Linkedin.Com › Centre";https://fr.linkedin.com/in/centre-aquabike-sophie-9542002a
Urban Challenge Bois De Vincennes;68 boulevard Poniatowski;75012;Paris;01 45 20 93 47;info@urban-challenge.fr;;Alexandre;Lucas;Chef De Projet;https://fr.linkedin.com/in/alexandrelucas1
Action Sport Paris 17 Wagram;3 rue Meissonier;75017;Paris;;masalledesportactionsport@gmail.com;;Nicolas;Roussev;Co;https://fr.linkedin.com/in/nicolas-roussev-743a4718
Cercle De La Forme Maillot;20 Rue Guersant;75017;Paris;01.40.55.00.17;info@urban-challenge.fr;;Les;Cerclesdelaforme|Linkedinfr.Linkedin.Com›Company›Les;Cercles;https://fr.linkedin.com/company/les-cercles-de-la-forme
Fit And Slim;13 rue Benjamin Franklin;75016;Paris;01 73 20 27 48;eric@fitandslim.fr;;Slim;Tebourbi;"Risk Proposition Sales Specialist France ...
Fr.Linkedin.Com › Tebourbislim";https://fr.linkedin.com/in/tebourbislim
Gigafit Paris 18;5-7 rue Ordener;75018;Paris;01 70 94 98 87;contact-paris18@gigafit.fr;;Ludovic;Belliot;Business Manager;https://fr.linkedin.com/in/ludovicbelliot
Body Impulse;196 RUE DE LA CONVENTION;75015;Paris;01 73 20 22 95;audrey.pouillot75@gmail.com;;Mountassir;Bouhadba;Président Fondateur;https://fr.linkedin.com/in/mountassir-bouhadba-ba823417a
Neoness La Motte Picquet;18 Rue Juge;75015;Paris;01.80.48.02.88;accueil.paris15@neoness-forme.com;;Yves;Rente;Manager;https://fr.linkedin.com/in/yves-rente-14a63972
Fitwave Paris 15;6 rue Frémicourt;75015;Paris;0982560335;masalledesportactionsport@gmail.com;;;;;
Action Sport Marais;6 rue Réaumur;75003;Paris;01 44 78 05 62;masalledesportactionsport@gmail.com;;Geoffrey;Marais;Manager Corporate Strategy;https://fr.linkedin.com/in/geoffrey-marais
Bodytec15 Pasteur;54 boulevard pasteur;75015;Paris;01 73 20 28 64;bodytec15@gmail.com;;;;;
Cercle De La Forme Saint-Lazare;94 Rue Saint-Lazare;75009;Paris;01.48.74.13.29;cdfstlazare@gmail.com;;Frédéric;Tronchet;Chef De Projet Amoa En ...;https://fr.linkedin.com/in/fr%C3%A9d%C3%A9ric-tronchet-64b86a99
I Love My Popotin Paris 11;15 rue chanzy;75011;Paris;07 72 22 83 37;nelson.masseur@gmail.com;;I;Lovemypopotin|Linkedinwww.Linkedin.Com›Company›I;Love;https://www.linkedin.com/company/i-love-my-popotin
Cercle De La Forme Batignolles;32 Boulevard des Batignolles;75017;Paris;01.42.93.77.00;cdfbatignolles@gmail.com;;Les;Cerclesdelaforme|Linkedinfr.Linkedin.Com›Company›Les;Cercles;https://fr.linkedin.com/company/les-cercles-de-la-forme
Urban Challenge Parc Montsouris;11 Avenue Paul Appell;75014;Paris;01 45 20 93 47;info@urban-challenge.fr;;Annie;Nguyen;"France | Profil Professionnel | Linkedin
Fr.Linkedin.Com › Annie";https://fr.linkedin.com/in/annie-nguyen-75892882
Action Sport Monceau;89 Boulevard Malesherbes;75008;Paris;01.43.87.64.05;masalledesportactionsport@gmail.com;;Mathieu;Vanacker;Action Sport Group;https://fr.linkedin.com/in/mathieu-vanacker-5327a1139
Club M Paris 13 Rive Gauche;87 Boulevard Vincent Auriol;75013;Paris;01.45.70.77.36;clubmparis13@hotmail.fr;;Matthieu;G.;Directeur Paris Rive Gauche;https://fr.linkedin.com/in/matthieuguimard
La Française Athletic Club;87 Avenue Jean Jaurès;75019;Paris;0607024887;contact@la-francaise-athletic-club.com;;Gérard;Braglia;Directeur Général;https://fr.linkedin.com/in/g%C3%A9rard-braglia-6788a459
Neoness Paris Beaugrenelle;104 Rue Saint-Charles;75015;Paris;01.83.79.10.96;accueil.beaugrenelle@neoness-forme.com;;Yves;Rente;Manager;https://fr.linkedin.com/in/yves-rente-14a63972
Ritm La Motte Picquet;60/62 avenue de la Motte-Piquet;75015;Paris;01 70 82 49 80;manager.lamottepicquet@form-developpement.com;;Nicolas;Nerriec;Marketing Project Manager;https://fr.linkedin.com/in/nicolas-nerriec-b44a32109
Bodyhit Paris 11 Bastille;12 Rue Daval;75011;Paris;06 50 86 31 68;bodyhitbastille@gmail.com;;Khodja;Amina;Assistante De Direction;https://fr.linkedin.com/in/khodja-amina-01076212b
Keep Cool Paris 9 Chateaudun;22 Rue de Châteaudun;75009;Paris;01 40 38 98 04;paris-chateaudun@keepcool.fr;;Brice;Dufourg;Manager Regional Zone Paris;https://fr.linkedin.com/in/brice-dufourg-4394b8166
Bodyhit Paris 2 Montorgueil;51 Rue Greneta;75002;Paris;09 53 54 27 42;rebecca.raccah@gmail.com;;Julien;Rouleau;Associé / Directeur Des Operations;https://fr.linkedin.com/in/julien-rouleau-75bb3479
Fitness Park Paris - Diderot;62 Boulevard Diderot;75012;Paris;07 87 55 02 05;diderot@fitnesspark.fr;;Jean;;Philippe Martin;https://fr.linkedin.com/in/jean-philippe-martin-72625257
Cercle De La Forme Beaubourg;48 Rue Rambuteau;75001;Paris;01.42.77.21.71;cdfbeaubourg@gmail.com;;Fatima;Herrouel;Educateur Sportif;https://fr.linkedin.com/in/fatima-herrouel-977708b6
Fitness Park Paris - 20Eme;65 rue de bagnolet;75020;Paris;;paris-bagnolet@fitnesspark.fr;;Jean;;Philippe Martin;https://fr.linkedin.com/in/jean-philippe-martin-72625257
House Boxing;9 Rue Quinault;75015;Paris;06.61.42.29.95;contact@leclub-fitness.com;;House;Boxing;Entrainement Sportif;https://fr.linkedin.com/in/house-boxing-48404396
Neoness Austerlitz;22 Boulevard Saint-Marcel;75005;Paris;01.83.79.85.00;accueil.paris05@neoness-forme.com;;Yves;Rente;Manager;https://fr.linkedin.com/in/yves-rente-14a63972
Bodyhit Paris 5 Port-Royal;338 Rue Saint-Jacques;75005;Paris;01 42 03 53 13;contact.port-royal@bodyhit.fr;;Jerome;Paradis;Coach Sportif;https://fr.linkedin.com/in/jerome-paradis-6b9b90138
Cercle De La Forme République;9-11 rue de Malte;75011;Paris;01.47.00.80.95;cdfrepublique@gmail.com;;Pierre;Caporali;Directeur Général;https://fr.linkedin.com/in/pierre-caporali-77506414a
Gigafit Paris 16;17 Rue Claude Terrasse;75016;Paris;01 70 93 93 37;contact-paris16@gigafit.fr;;Mountassir;Bouhadba;Président Fondateur;https://fr.linkedin.com/in/mountassir-bouhadba-ba823417a
A2 Coaching;124 Avenue de Villiers;75017;Paris;06 82 21 63 10;antoine@a2coaching.fr;;Antoine;Amsellem;Fondateur;https://fr.linkedin.com/in/antoine-amsellem-b9147896
H Tec Fit;11 rue leriche Paris 15;75015;Paris;01 70 93 93 38;contact@htecfit.com;;;;;
Episod Place Clichy;7 Place de Clichy;75017;Paris;01.79.35.07.44;team.place-clichy@episod.com;vivien.bornecque@episod.com;;;;
Neoness Paris Belleville-Ménilmontant;25 Boulevard de Belleville;75011;Paris;01.83.79.87.80;accueil.belleville@neoness-forme.com;;Yves;Rente;Manager;https://fr.linkedin.com/in/yves-rente-14a63972
Magic Form Paris 13Ème;10 Rue Rubens;75013;Paris;01 70 82 60 33;magicformparis13@yahoo.fr;mcf_sarl@yahoo.fr;Tristan;Delset;Magic Form;https://fr.linkedin.com/in/tristandelset
Point Soleil Alesia - Miha Bodytec;Point Soleil Paris Alésia;75014;Paris;01 40 44 75 45;pointsoleil.alesia@gmail.com;;Hervé;Corlay;President;https://fr.linkedin.com/in/herv%C3%A9-corlay-8b7ab5a9
Cercle De La Forme Olympiades;20 Rue Albert;75013;Paris;01 44 24 12 66;cdfolympiades@gmail.com;;Alexandre;Galea;Paris 18, Île;https://fr.linkedin.com/in/alexandre-galea-92b4b697
Cryofitness Bastille;14 Rue Lacuée;75012;Paris;20 24 57 61 63;dorotheedd@gmail.com;;Dorothée;Danteny;Responsable Commerciale;https://fr.linkedin.com/in/doroth%C3%A9e-danteny-b75916193
Cercle De La Forme Saint Jacques;8 Rue Emile Dubois;75014;Paris;01.45.65.00.20;cdfstjacques@gmail.com;cdfsaintjacques@gmail.com;Fred;Fernandez;Coach Indépendant;https://fr.linkedin.com/in/fred-fernandez-05982a57
Bodytech Vip Paris 12;56 Avenue de Saint-Mandé;75012;Paris;01.43.43.04.33;bodytechvip12@orange.fr;claudia.carlon@orange.fr;Sam;Shad;Coach Sportif/Enseignant Apa;https://fr.linkedin.com/in/sam-shad/%7Bcountry%3Djp%2C+language%3Dja%7D?trk=people-guest_profile-result-card_result-card_full-click
Cercle De La Forme Magenta;10 Boulevard de Magenta;75010;Paris;;cdfmagenta@gmail.com;;Anthony;Carlon;Gérant;https://fr.linkedin.com/in/anthony-carlon-b9b0a0a6
Point Gym Paris 15;211 bis rue de la Croix Nivert;75015;Paris;01.45.33.71.09;contact@pointgym.fr;;Franck;Hédincfo/Ceo;"Directeur Général #Cpm #Bi ...
Fr.Linkedin.Com › Fhedin";https://fr.linkedin.com/in/fhedin
Elite Stimulation;6 Rue de Monceau;75008;Paris;09 50 48 37 47;contact@elite-stimulation.com;;Laurent;Beguet;"Directeur Solutions Pour Les Directions Rh ...
Fr.Linkedin.Com › ...";https://fr.linkedin.com/in/laurent-beguet-bb7ab63b
My Big Bang Vaugirard;6 Rue des Favorites;75015;Paris;09 81 21 20 00;vaugirard@my-big-bang.fr;;Stefan;Schaaps;Président;https://fr.linkedin.com/in/stefanschaaps
Healthcity Paris 8 Champs Elysées;76-78 avenue des Champs Elysées;75008;Paris;01 70 94 98 55;manager.champselysees@form-developpement.com;;Nicolas;Nerriec;Marketing Project Manager;https://fr.linkedin.com/in/nicolas-nerriec-b44a32109
L'Orange Bleue Paris Les Halles;131 Rue Saint-Denis;75001;Paris;06 95 77 29 21;lorangebleue.parisleshalles@gmail.com;;Olivier;Beaudoin;L'Orange Bleue Mon Coach Fitness;https://fr.linkedin.com/in/olivier-beaudoin-422b715b
Keep Cool Paris 4 Bastille;12 Rue du Petit Musc;75004;Paris;01.44.61.73.79;paris-bastille@keepcool.fr;;Brice;Dufourg;Manager Regional Zone Paris;https://fr.linkedin.com/in/brice-dufourg-4394b8166
Ness' Fit;85 Avenue Niel;75017;Paris;01 88 32 02 12;contact@nessfit.fr;;Yovan;Delourme;Directeur Général;https://fr.linkedin.com/in/yovan-delourme-329401a9
Front De Seine;44 Rue Emeriau;75015;Paris;01.45.75.35.37;contacts@frontdeseine.net;;Jean;;Philippe Perez;https://fr.linkedin.com/in/jeanphilippeperez
Action Sport Nation;11 bis boulevard de Charonne;75011;Paris;01.44.93.41.28;coachmihabodytec@gmail.com;masalledesportactionsport@gmail.com;Nina;Dias;Manager Du Club Neoness Nation;https://fr.linkedin.com/in/nina-dias-78a49131
Bodyhit Paris 6 Rennes / Montparnasse;13 Rue Littré;75006;Paris;01 43 21 09 53;contact.rennes-montparnasse@bodyhit.fr;;Maëlys;Théodoropoulos;"Bodyhit Rennes Montparnasse
Fr.Linkedin.Com › Maëlys";https://fr.linkedin.com/in/ma%C3%ABlys-th%C3%A9odoropoulos-b96253175
Gigafit Paris 19;82 Rue Petit;75019;Paris;01 73 20 27 46;contact-paris19@gigafit.fr;;Mountassir;Bouhadba;Président Fondateur;https://fr.linkedin.com/in/mountassir-bouhadba-ba823417a
Action Sport Paris 2 Victoires;46 rue Coquilleres;75001;Paris;;masalledesportactionsport@gmail.com;;Audrey;Lienard;Associée;https://fr.linkedin.com/in/audrey-lienard-0a8b836a
